id_prod,PN,Description
18040,1024269-05,"Not required can be used again, Check PH"
18041,1024293-01,AP-3424-LS-X-FRU-AVD
18042,1024294-01,AP-3212-LS-X-FRU-AVD
18043,1024296-01,EVAL UD4-10T72-SAS12-E-CES6
18044,1024296-02,UD4-10T72-SAS12-E-CES6
18045,1024296-03,UD4-10T72-SAS12-E-CES6
18046,1024297-01,UD-10T72-SAT6-E-CES6-PB
18047,1024297-02,UD-10T72-SAT6-E-CES6-PB
18048,1024314-01,Label S32-XP Ratings label only
18049,1024320-01,CS-ES-1600GSS-SAS12-T10-KHR-E
18050,1024320-02,CS-ES-1600GSS-SAS12-T10-KHR-E
18051,1024320-03,CS-ES-1600GSS-SAS12-T10-KHR-E
18052,1024321-01,CS-ES-3200GSS-SAS12-T10-KHR-E
18053,1024321-02,CS-ES-3200GSS-SAS12-T10-KHR-E
18054,1024321-03,CS-ES-3200GSS-SAS12-T10-KHR-E
18055,1024322,CS-ES-1600GSS-SAS12-T10-KHR-E-FRU
18056,1024346-01,ISA Warr Chassis Asm SP-2584 12G
18057,1024346-02,ISA Warr Chassis Asm SP-2584 12G
18058,1024346-03,ISA Warr Chassis Asm SP-2584 12G
18059,1024347-01,HNW-2T72-SAS12-E-CES4-FIJI-AVD
18060,1024370-01,EVAL HNW-4T72-SAS12-CES5-DD-TL-MS
18061,1024370-02,HNW-4T72-SAS12-CES5-DD-TL-MS
18062,1024377-01,CS-UD-400GSS-SAS12-T10-KHR-E
18063,1024377-02,CS-UD-400GSS-SAS12-T10-KHR-E
18064,1024377-03,CS-UD-400GSS-SAS12-T10-KHR-E
18065,1024377-04,CS-UD-400GSS-SAS12-T10-KHR-E
18066,1024384-01,Controller HPSP 10G 1U 2640 340 FRU TIN
18067,1024384-02,Controller HPSP 10G 1U 2640 340 FRU TIN
18068,1024384-03,Controller HPSP 10G 1U 2640 340 FRU TIN
18069,1024384-04,"Not required can be used again, Check PH"
18070,1024388-01,Controller HPSP 10G 1U 2680 340 FRU TIN
18071,1024388-02,Controller HPSP 10G 1U 2680 340 FRU TIN
18072,1024388-03,Controller HPSP 10G 1U 2680 340 FRU TIN
18073,1024388-04,"Not required can be used again, Check PH"
18074,1024389-01,Controller HPSP 10G 1U 2620 340 FRU-TIN
18075,1024389-02,Controller HPSP 10G 1U 2620 340 FRU-TIN
18076,1024389-03,Controller HPSP 10G 1U 2620 340 FRU-TIN
18077,1024389-04,"Not required can be used again, Check PH"
18078,1024393-01,CSP FC CONTROLLER 0986804-06
18079,1024395-01,CSP ISCSI CONTROLLER 0986805-06
18080,1024422-02,LABEL HU PCM DTM
18081,1024426-01,LABEL HU CONTROLLER DTM
18082,1024427-01,CP-2584-G2-2200-SATA-LS-PERF128
18083,1024439-04,Controller AP-TL-2630V2-64-10G-X540(IH)
18084,1024440-01,Controller AP-TL-2630V2-64-10G-X540-DTM
18085,1024440-02,Controller AP-TL-2630V2-64-10G-X540-DTM
18086,1024440-03,Controller AP-TL-2630V2-64-10G-X540-DTM
18087,1024441-01,Enclosure AP-2212-TL-2630X540-D-48TB-DTM
18088,1024441-02,ENCLOSURE AP-2212-TL-2630X540-D-48TB-DTM
18089,1024442-01,ISA Chassis SP-3224-LEN
18090,1024442-03,Enclosure SP3224-X-LEN
18091,1024444-01,Enclosure SP3224 2E12 2HE580-LEN
18092,1024444-02,Enclosure SP3224 2E12 2HE580-LEN
18093,1024444-03,Enclosure SP3224-X-LEN
18094,1024447-01,ISA Chassis SP-3212-LEN
18095,1024449-01,Enclosure SP3212 2E12 2HE580-LEN
18096,1024449-02,Enclosure SP3212 2E12 2HE580-LEN
18097,1024449-03,ENCLOSURE SP3212-XLEN
18098,1024487-01,SP-2584-G2-E6-SATA-APL-TL-STD-1YR-IBMC
18099,1024487-02,SP-2584-G2-E6-SATA-APL-TL-STD-1YR-IBMC
18100,1024488-01,SP-2584-G2-E6-SATA-APL-TL-STD-3YR-IBMC
18101,1024489-01,SP-2584-42PK-4T72-SAT6-E-CES4-IBMC
18102,1024490-01,SP-2584-42PK-6T72-SAT6-E-CES4-IBMC
18103,1024491-01,SP-2584-42PK-8T72-SAT6-E-CES5-IBMC
18104,1024493-01,AP-2212-TL-2630-10G-X540-D-48TB-DTM
18105,1024498-02,SP-CAB-PWR1-19-0M5-FRU-IBM
18106,1024499-01,RACK-KIT-UNI-5U-GEN2-FRU (HT2)-IBM
18107,1024499-02,RACK-KIT-UNI-5U-GEN2-FRU (HT2)-IBM
18108,1024501-02,SP-2584-SDPLN-HS2-LH-FRU-IBM
18109,1024503-01,RS-CAB-4M-RS232-FRU-IBM
18110,1024503-02,RS-CAB-4M-RS232-FRU-IBM
18111,1024569-01,PS SP-PCM02-HE764-AC-AVD
18112,1024571-01,SP-PCM02-HE764-AC-FRU-AVD
18113,1024572-01,PS SP-PCM02-HE580-AC-AVD
18114,1024573-01,SP-PCM02-HE580-AC-FRU-AVD
18115,1024602-01,>EVAL-CS-UD-6T72-SAS12-E-CES4-F
18116,1024687-01,S32-XP-SP1E-40-M112-4NV-340D-219-TIN
18117,1024687-02,S32-XP-SP1E-40-M112-4NV-340D-219-TIN
18118,1024687-03,S32-XP-SP1E-40-M112-4NV-340D-219-TIN
18119,1024687-04,S32-XP-SP1E-40-M112-4NV-340D-219-TIN
18120,1024687-05,S32-XP-SP1E-40-M112-4NV-340D-219-TIN
18121,1024688-01,S32-XP-SP1E-80-M224-4NV-340D-220-TIN
18122,1024688-02,S32-XP-SP1E-80-M224-4NV-340D-220-TIN
18123,1024688-03,S32-XP-SP1E-80-M224-4NV-340D-220-TIN
18124,1024688-04,S32-XP-SP1E-80-M224-4NV-340D-220-TIN
18125,1024689-01,S32-XP-SP1E-20-M64-4NV-340D-221-TIN
18126,1024689-02,S32-XP-SP1E-20-M64-4NV-340D-221-TIN
18127,1024689-03,S32-XP-SP1E-20-M64-4NV-340D-221-TIN
18128,1024689-04,S32-XP-SP1E-20-M64-4NV-340D-221-TIN
18129,1024689-05,S32-XP-SP1E-20-M64-4NV-340D-221-TIN
18130,1024690-04,S32-XPS3224-12K-SP1E-D219-TIN
18131,1024696-01,CS-ES-800GSS-SAS12-T10-KHR-E
18132,1024696-02,CS-ES-800GSS-SAS12-T10-KHR-E
18133,1024696-03,CS-ES-800GSS-SAS12-T10-KHR-E
18134,1024697-01,CS-ES-800GSS-SAS12-T10-KHM-E
18135,1024697-02,CS-ES-800GSS-SAS12-T10-KHM-E
18136,1024697-03,CS-ES-800GSS-SAS12-T10-KHM-E
18137,1024700-01,CS-ES-1600GSS-SAS12-T10-KHM-E
18138,1024700-02,CS-ES-1600GSS-SAS12-T10-KHM-E
18139,1024700-03,CS-ES-1600GSS-SAS12-T10-KHM-E
18140,1024703-01,CS-ES-1920GSS-SAS12-T10-KHR-E
18141,1024703-02,CS-ES-1920GSS-SAS12-T10-KHR-E
18142,1024703-03,CS-ES-1920GSS-SAS12-T10-KHR-E
18143,1024705-01,CS-ES-3200GSS-SAS12-T10-KHM-E
18144,1024705-02,CS-ES-3200GSS-SAS12-T10-KHM-E
18145,1024705-03,CS-ES-3200GSS-SAS12-T10-KHM-E
18146,1024708-01,CS-ES-3840GSS-SAS12-T10-KHR-E
18147,1024708-02,CS-ES-3840GSS-SAS12-T10-KHR-E
18148,1024708-03,CS-ES-3840GSS-SAS12-T10-KHR-E
18149,1024710-01,S32-XP-SP1E-50-M218-128S-H14-240-RDX
18150,1024710-02,S32-XP-SP1E-50-M218-128S-H14-240-RDX
18151,1024710-03,S32-XP-SP1E-50-M218-128S-H14-240-RDX
18152,1024710-04,S32-XP-SP1E-50-M218-128S-H14-240-RDX
18153,1024714-01,Eval-CS-UD-4T72-SAS12-T10-4-CES5-E
18154,1024714-02,Eval-CS-UD-4T72-SAS12-T10-4-CES5-E
18155,1024714-03,CS-UD-4T72-SAS12-T10-4-CES5-E
18156,1024715,CS-UD-4T72-SAS12-T10-4-CES5-E-FRU
18157,1024716-01,Input/Output Module 12GB PMC-LEN
18158,1024718-01,Power Supply SP-PCM02-HE580-AC-LEN
18159,1024722-01,Controller CS-LS-OMNI-XXU-2618LV3-64
18160,1024723-01,Controller CS-LS-OMNI-SMU-2609V3-64
18161,1024745-01,Eval-CS-UD-6T72-SAS12-T10-4-CES5-E
18162,1024745-02,Eval-CS-UD-6T72-SAS12-T10-4-CES5-E
18163,1024745-03,CS-UD-6T72-SAS12-T10-4-CES5-E
18164,1024746,CS-UD-6T72-SAS12-T10-4-CES5-E-FRU
18165,1024747-01,Eval-CS-UD-4T72-SAS12-T10-CES5
18166,1024747-02,CS-UD-4T72-SAS12-T10-E-CES5
18167,1024748,CS-UD-4T72-SAS12-T10-E-CES5-FRU
18168,1024748-02,CS-UD-4T72-SAS12-T10-E-CES5-FRU
18169,1024749-01,CS-3224-L300-SSU-LS1-SSD-38TB
18170,1024749-02,CS-3224-L300-SSU-LS1-SSD-38TB
18171,1024750-01,CS-3224-L300-SSU-LS1-SSD-76TB
18172,1024750-02,CS-3224-L300-SSU-LS1-SSD-76TB
18173,1024751-01,Eval-CS-UD-6T72-SAS12-T10-CES5
18174,1024751-02,CS-UD-6T72-SAS12-T10-E-CES5
18175,1024752,CS-UD-6T72-SAS12-T10-E-CES5-FRU
18176,1024752-02,CS-UD-6T72-SAS12-T10-E-CES5-FRU
18177,1024753-01,UD4-800GSS-SAS12-KHR-FRU-AVD
18178,1024755-01,CS-SL200-SW
18179,1024861-01,S32-XP-SP1E-95-M128-128S-H21-272-IBMP
18180,1024861-02,S32-XP-SP1E-95-M128-128S-H21-272-IBMP
18181,1024861-03,S32-XP-SP1E-95-M128-128S-H21-272-IBMP
18182,1024868-02,S32-XPS3224-12K-SP1E-S272-0.6TB-IBMP
18183,1024886-01,CS-UD-10T72-SAS12-T10-4-CES6-E
18184,1024886-02,Eval CS-UD-10T72-SAS12-T10-4-CES6-E
18185,1024886-03,CS-UD-10T72-SAS12-T10-4-CES6-E
18186,1024904-01,AP-TL-2630V2-64-10G-X540-FRU-DTM
18187,1024919-01,EVAL HNW-2T72-SAS12-CES5-FIJI-AVD
18188,1024919-02,HNW-2T72-SAS12-E-CES5-FIJI-AVD
18189,1024921-01,HNW-6T72-SAS12-E-CES5-AVD
18190,1024921-02,HNW-6T72-SAS12-E-CES5-AVD
18191,1024936-01,CS-2584-G200-E02-SSU-304TB-EP-25TB
18192,1024937-01,CS-2584-G200-E04-SSU-608TB-25TB
18193,1024943-01,CS-UD-3200GSS-SAS12-T10-KHM-E
18194,1024943-02,CS-UD-3200GSS-SAS12-T10-KHM-E
18195,1024943-03,CS-UD-3200GSS-SAS12-T10-KHM-E
18196,1025164-02,>Eval-CS-2584-L300-SSU-LS1-DP-328TB-EP
18197,1025165-02,Eval_CS-2584-L300-SSU-LS1-DP-492TB
18198,1025166-02,>Eval-CS-2584-L300-SSU-LS1-DP-656TB
18199,1025167-01,>Eval-CS-3224-L300-ADU-LS1-DP-19TB
18200,1025168-01,>Eval-CS-3224-L300-CMU-LS1-DP-27TB
18201,1025169-01,UD-1600GSS-SAS12-KHM
18202,1025169-02,UD-1600GSS-SAS12-KHM
18203,1025169-03,UD-1600GSS-SAS12-KHM
18204,1025170-01,UD-3200GSS-SAS12-KHM
18205,1025170-02,UD-3200GSS-SAS12-KHM
18206,1025170-03,UD-3200GSS-SAS12-KHM
18207,1025171-01,UD-400GSS-SAS12-KHM
18208,1025171-02,UD-400GSS-SAS12-KHM
18209,1025171-03,UD-400GSS-SAS12-KHM
18210,1025174-01,UD-800GSS-SAS12-KHM
18211,1025174-02,UD-800GSS-SAS12-KHM
18212,1025174-03,UD-800GSS-SAS12-KHM
18213,1025175-02,>CS-2584-L300-SSU-LS1-DP-820TB
18214,1025271-01,UD-200GSS-SAS12-KHH
18215,1025271-02,UD-200GSS-SAS12-KHH
18216,1025271-03,UD-200GSS-SAS12-KHH
18217,1025348-01,CS-UD-3T72-SAS-T10-CES2
18218,1025350-01,CS-UD-2T72-SAS-T10-MRK
18219,1025392-04,AP-2425-2BR10-2P580-CN-DELL
18220,1025447-01,UD-2T72-SAS12-E-CES4-FRU-AVD
18221,1025449-01,CS-UD-2T72-SAS-T10-CESP
18222,1025459-01,UD-1600GSS-SAS12-KHR
18223,1025459-02,UD-1600GSS-SAS12-KHR
18224,1025459-03,UD-1600GSS-SAS12-KHR
18225,1025460-01,UD-1920GSS-SAS12-KHR
18226,1025460-02,UD-1920GSS-SAS12-KHR
18227,1025460-03,UD-1920GSS-SAS12-KHR
18228,1025461-01,UD-3200GSS-SAS12-KHR
18229,1025461-02,UD-3200GSS-SAS12-KHR
18230,1025461-03,UD-3200GSS-SAS12-KHR
18231,1025483-01,UD-3840GSS-SAS12-KHR
18232,1025483-02,UD-3840GSS-SAS12-KHR
18233,1025483-03,UD-3840GSS-SAS12-KHR
18234,1025486-01,UD-400GSS-SAS12-KHR
18235,1025486-02,UD-400GSS-SAS12-KHR
18236,1025486-03,UD-400GSS-SAS12-KHR
18237,1025487-01,UD-480GSS-SAS12-KHR
18238,1025487-02,UD-480GSS-SAS12-KHR
18239,1025487-03,UD-480GSS-SAS12-KHR
18240,1025488-01,UD-800GSS-SAS12-KHR
18241,1025488-02,UD-800GSS-SAS12-KHR
18242,1025488-03,UD-800GSS-SAS12-KHR
18243,1025489-01,UD-960GSS-SAS12-KHR
18244,1025489-02,UD-960GSS-SAS12-KHR
18245,1025489-03,UD-960GSS-SAS12-KHR
18246,1025490-01,UD-1920GSS-SAS12-KHV
18247,1025490-02,UD-1920GSS-SAS12-KHV
18248,1025490-03,UD-1920GSS-SAS12-KHV
18249,1025491-01,UD-3840GSS-SAS12-KHV
18250,1025491-02,UD-3840GSS-SAS12-KHV
18251,1025491-03,UD-3840GSS-SAS12-KHV
18252,1025498-01,UD-2T72-SAS12-CES5-HMC
18253,1025499-01,UD-4T72-SAS12-CES5-HMC
18254,1025499-02,UD4-4T72-SAS12-CES5-HMC
18255,1025500-01,UD-6T72-SAS12-E-CES5-HMC
18256,1025502-02,UD4-4T72-SAS12-CES5-FRU-HMC
18257,1025504-01,Eval ES-300G10-SAS12-10K8-HMC
18258,1025504-02,ES-300G10-SAS12-10K8B-HMC
18259,1025505-01,ES-600G10-SAS12-10K8B-HMC
18260,1025506-01,ES-900G10-SAS12-E-10K8-HMC
18261,1025508-01,ES-600G10-SAS12-10K8B-FRU-HMC
18262,1025512-01,Fascia Titan IBMC Bottom
18263,1025548-02,CS-3224-L300-SMU-LS1-OMNI-7T8(10K8/15K5)
18264,1025548-03,CS-3224-L300-SMU-LS1-OMNI-7T8(10K8/15K5)
18265,1025554-01,UD-6T72-SAT6-E-CES4-IBMC
18266,1025555-01,UD-8T72-SAT6-E-CES5-IBMC
18267,1025555-02,UD-8T72-SAT6-E-CES5-IBMC
18268,1025556-03,SP-2584-40PK-6T72-SAS12-E-CES4-AVD
18269,1025558-01,UD-8T59-SAT6-LAM-IBMC
18270,1025559-01,Eval UD-4T72-SAT6-CES5-IBMC
18271,1025559-02,UD-4T72-SAT6-E-CES5-IBMC
18272,1025563-01,Eval UD-6T72-SAT6-E-CES5-IBMC
18273,1025563-02,UD-6T72-SAT6-E-CES5-IBMC
18274,1025735-01,AP-LS-2648LV3-32-QL-TSH
18275,1025736-01,AP-LS-2620LV3-16-QL-TSH
18276,1025746-01,Label IBM Butser 11S CSP
18277,1025753-01,CSP-HS-1235T-1E5620-24-0975856-03-IBM
18278,1025754-01,CSP-HS-1235T-1E5620-24-0TB-1025753-IBM
18279,1025766-01,CS-2584-L300-SSU-LS1-328TB (CES5)
18280,1025766-02,CS-2584-L300-SSU-LS1-328TB (CES5)
18281,1025767-01,CS-2584-L300-ESU-328TB (CES5)
18282,1025768-02,CS-2584-L300-SSU-LS1-492TB (CES5)
18283,1025768-03,CS-2584-L300-SSU-LS1-492TB (CES5)
18284,1025769-01,CS-2584-L300-ESU-492TB (CES5)
18285,1025781-01,Eval ES-NOHD-D9
18286,1025781-02,Eval ES-NOHD-D9
18287,1025804-01,Label Overlay PN/SN 40x10-AVD
18288,1025805-01,Label 2U Chassis 764W Ratings PN/SN- AVD
18289,1025806-01,Label Heron Drive PN/SN (15 Digit)-AVD
18290,1025807-01,Label PN Overlay Grey- AVD
18291,1025830-01,Label 11S CSP PN/SN Big Label -IBMP
18292,1025831-01,ES-1920GSS-SAS12-KHV
18293,1025831-02,ES-1920GSS-SAS12-KHV
18294,1025831-03,ES-1920GSS-SAS12-KHV
18295,1025832-01,CSP Controller S32-XP IBMP 1020630-02
18296,1025834-01,ES-3840GSS-SAS12-KHV
18297,1025834-02,ES-3840GSS-SAS12-KHV
18298,1025835-01,ES-400GSS-SAS12-KHR
18299,1025835-02,ES-400GSS-SAS12-KHR
18300,1025837-01,ES-800GSS-SAS12-KHR
18301,1025837-02,ES-800GSS-SAS12-KHR
18302,1025838-01,ES-1600GSS-SAS12-KHR
18303,1025838-02,ES-1600GSS-SAS12-KHR
18304,1025838-03,ES-1600GSS-SAS12-KHR
18305,1025839-01,ES-3200GSS-SAS12-KHR
18306,1025839-02,ES-3200GSS-SAS12-KHR
18307,1025840-01,ES-200GSS-SAS12-KHH
18308,1025840-02,ES-200GSS-SAS12-KHH
18309,1025840-03,ES-200GSS-SAS12-KHH
18310,1025841-01,ES-480GSS-SAS12-KHR
18311,1025841-02,ES-480GSS-SAS12-KHR
18312,1025842-01,ES-960GSS-SAS12-KHR
18313,1025842-02,ES-960GSS-SAS12-KHR
18314,1025843-01,ES-1920GSS-SAS12-KHR
18315,1025843-02,ES-1920GSS-SAS12-KHR
18316,1025844-01,ES-3840GSS-SAS12-KHR
18317,1025844-02,ES-3840GSS-SAS12-KHR
18318,1025844-03,ES-3840GSS-SAS12-KHR
18319,1025845-01,ES-400GSS-SAS12-KHM
18320,1025845-02,ES-400GSS-SAS12-KHM
18321,1025845-03,ES-400GSS-SAS12-KHM
18322,1025846-01,ES-800GSS-SAS12-KHM
18323,1025846-02,ES-800GSS-SAS12-KHM
18324,1025846-03,ES-800GSS-SAS12-KHM
18325,1025847-01,ES-1600GSS-SAS12-KHM
18326,1025847-02,ES-1600GSS-SAS12-KHM
18327,1025847-03,ES-1600GSS-SAS12-KHM
18328,1025848-01,ES-3200GSS-SAS12-KHM
18329,1025848-02,ES-3200GSS-SAS12-KHM
18330,1025848-03,ES-3200GSS-SAS12-KHM
18331,1025889-01,Eval CS-ES-1600GSS-PCIE-4-XF1440R
18332,1025912-01,ES-400GSS-SAS12-KHH
18333,1025912-02,ES-400GSS-SAS12-KHH
18334,1025912-03,S-400GSS-SAS12-KHH
18335,1025917-01,CS-ES-450G10-SAS-T10-10K6
18336,1025918,CS-ES-450G10-SAS-T10-10K6-FRU
18337,1025918-01,CS-ES-450G10-SAS-T10-10K6-FRU
18338,1025957-01,Eval ES-960GSS-D-SAT6-PM863A-D8-PSI
18339,1025957-02,ES-960GSS-D-SAT6-PM863A-D8-PSI
18340,1025957-03,ES-960GSS-D-SAT6-PM863A-D8-PSI
18341,1025957-04,ES-960GSS-D-SAT6-PM863A-D8-PSI
18342,1025957-05,ES-960GSS-D-SAT6-PM863A-D8-PSI
18343,1025980-01,CS-2584-G200-E01-SSU-304TB-6TB (CES5 G2)
18344,1025981-01,CS-2584-G200-E01-SSU-320TB-3TB (CES5 G2)
18345,1025982-01,CS-2584-G200-E01-ESU-336TB (CES5 G2)
18346,1025983-01,CS-2584-G200-E03-SSU-456TB-6TB (CES5 G2)
18347,1025984-01,CS-2584-G200-E03-SSU-480TB-3TB (CES5 G2)
18348,1025985-01,CS-2584-G200-E03-ESU-504TB (CES5 G2)
18349,1025989-02,CS-3224-L300-SSU-LS1-OMNI-SSD-38TB
18350,1025990-02,CS-3224-L300-SSU-LS1-OMNI-SSD-76TB
18351,1026009-01,Controller CP-TL-2620V2-64-10G-IBMC
18352,1026009-02,Controller CP-TL-2620V2-64-10G-IBMC
18353,1026010-01,Controller CP-TL-2620V2-64-10G-IBMC
18354,1026013-01,AP-3424-LS-BEZEL-FRU-AVD
18355,1026077-01,AP-3584-LS-BEZEL-FRU-AVD
18356,1026091-01,Eval ES-1920GSS-D-SAT6-PM863A-D8-PSI
18357,1026091-02,ES-1920GSS-D-SAT6-PM863A-D8-PSI
18358,1026091-03,ES-1920GSS-D-SAT6-PM863A-D8-PSI
18359,1026091-04,ES-1920GSS-D-SAT6-PM863A-D8-PSI
18360,1026091-05,ES-1920GSS-D-SAT6-PM863A-D8-PSI
18361,1026112-01,LABEL MAC ADDRESS LENOVO
18362,1026112-02,LABEL MAC ADDRESS LENOVO
18363,1026112-03,LABEL MAC ADDRESS LENOVO
18364,1026113-01,Label PCM FRU LENOVO
18365,1026113-02,Label PCM FRU LENOVO
18366,1026117-01,STS-2584-2LS-P128D-22-SAS6
18367,1026118-01,STS-2584-2LS-P128D-22-SAS6
18368,1026124-01,CS-ES-450G10-SAS-T10-10K6
18369,1026177-01,Eval ES-3840GSS-D-SAT6-PM863A-D8-PSI
18370,1026177-02,ES-3840GSS-D-SAT6-PM863A-D8-PSI
18371,1026177-03,ES-3840GSS-D-SAT6-PM863A-D8-PSI
18372,1026177-04,ES-3840GSS-D-SAT6-PM863A-D8-PSI
18373,1026177-05,ES-3840GSS-D-SAT6-PM863A-D8-PSI
18374,1026180-01,Eval ES-7680GSS-D-SAT6-PM863A-D8-PSI
18375,1026180-02,ES-7680GSS-D-SAT6-PM863A-D8-PSI
18376,1026180-03,ES-7680GSS-D-SAT6-PM863A-D8-PSI
18377,1026180-04,ES-7680GSS-D-SAT6-PM863A-D8-PSI
18378,1026180-05,ES-7680GSS-D-SAT6-PM863A-D8-PSI
18379,1026190-01,ES-960GSS-D-SAT6-PM863A-D8-FRU-PSI
18380,1026190-02,ES-960GSS-D-SAT6-PM863A-D8-FRU-PSI
18381,1026190-03,ES-960GSS-D-SAT6-PM863A-D8-FRU-PSI
18382,1026191-02,ES-1920GSS-D-SAT6-PM863A-D8-FRU-PSI
18383,1026191-03,ES-1920GSS-D-SAT6-PM863A-D8-FRU-PSI
18384,1026192-01,ES-3840GSS-D-SAT6-PM863A-D8-FRU-PSI
18385,1026192-02,ES-3840GSS-D-SAT6-PM863A-D8-FRU-PSI
18386,1026192-03,ES-3840GSS-D-SAT6-PM863A-D8-FRU-PSI
18387,1026193-02,ES-7680GSS-D-SAT6-PM863A-D8-FRU-PSI
18388,1026193-03,ES-7680GSS-D-SAT6-PM863A-D8-FRU-PSI
18389,1026194-01,ES-3840GSS-D-SAT6-PM863A-D8-10PK-FRU-PSI
18390,1026196-01,ES-960GSS-D-SAT6-PM863A-D8-12PK-FRU-PSI
18391,1026197-01,ES-1920GSS-D-SAT6-PM863A-D8-12PK-FRU-PSI
18392,1026198-01,ES-3840GSS-D-SAT6-PM863A-D8-12PK-FRU-PSI
18393,1026199-01,ES-7680GSS-D-SAT6-PM863A-D8-12PK-FRU-PSI
18394,1026200-01,CS-2584-9000ACT-GR-T10-328TB (G2-CES5)
18395,1026201-01,CS-2584-9K-T10-328TB-SNX (CES5)
18396,1026202-01,CS-2584-9000ACT-GR-T10-492TB (G2-CES5)
18397,1026203-01,CS-2584-9K-T10-492TB-SNX (CES5)
18398,1026204-01,CS-2584-ESU-GR-T10-328TB (G2-CES5)
18399,1026205-01,CS-2584-ESU-T10-328TB-SNX (CES5)
18400,1026206-01,CS-2584-ESU-GR-T10-492TB (G2-CES5)
18401,1026207-01,CS-2584-ESU-T10-492TB-SNX (CES5)
18402,1026213-01,CS-UD-4T72-SAS12-E-CES5
18403,1026215-01,CS-UD-6T72-SAS12-E-CES5
18404,1026250-01,Enclosure SP3224 1LS-STD128 2HE764
18405,1026257-01,SP-2584-G2-E6-X-SAS-FRU-AVD
18406,1026258-01,SP-2584-PCM01-2200-AC-FRU-AVD
18407,1026259-01,SP-2584-G2-FAN-FRU-AVD
18408,1026260-01,UD4-6T72-SAS12-E-CES4-PB-FRU-AVD
18409,1026260-03,UD4-6T72-SAS12-E-CES5-FRU-AVD
18410,1026273,CS-2584-L300-SSU-DL
18411,1026273-01,CS-2584-L300-SSU-DL
18412,1026296-01,Enclosure SP3212 1LS-STD128 2HE764
18413,1026339-01,CS-2584-L300-ESU-DL
18414,1026383,Interlock Clip NeoDozer Shipping Crate
18415,1026389-01,UD4-6T72-SAS12-E-CES4-AVD
18416,1026442-01,HS-DUM-6G-1PK-FRU-AVD
18417,1026453-01,Controller HPSP 10G 1U 2640 PVT2 FRU TIN
18418,1026453-02,Controller HPSP 10G 1U 2640 PVT2 FRU TIN
18419,1026454-01,Controller HPSP 10G 1U 2680 PVT2 FRU TIN
18420,1026454-02,Controller HPSP 10G 1U 2680 PVT2 FRU TIN
18421,1026455-01,Controller HPSP 10G 1U 2620 PVT2 FRU TIN
18422,1026455-02,Controller HPSP 10G 1U 2620 PVT2 FRU TIN
18423,1026458-03,S32-XP-SP1E-20-M64-4NV-340D-221-FRU-TIN
18424,1026544-01,>Controller HPSP 10G 1U 240 RDX
18425,1026576-01,S32-XP-SP1E-95-M128-128S-H21-272-F-IBMP
18426,1026605-01,CS-UD-8T72-SAS12-T10-4-CES5-E-867
18427,1026628-01,HNW-4T72-SAS12-4-CES5-DD-DTM
18428,1026656-01,CS-UD-3T72-SAS12-T10-CES5
18429,1026685-01,CS-2584-9000ACT-GR-T10-246TB (G2-CES5)
18430,1026687-01,CS-2584-ESU-GR-T10-246TB (G2-CES5)
18431,1026692-02,CS-L300-2.1.0-SNX
18432,1026694,CS-SW-ETH5-100G-AR-32-2
18433,1026697-01,UD-6T72-SAT6-E-CES5
18434,1026698-01,CS-ES-600G10-SAS12-E-10K8
18435,1026698-02,CS-ES-600G10-SAS12-E-10K8
18436,1026699,CS-ES-600G10-SAS12-E-10K8-FRU
18437,1026700-01,SP-3212-OPT-CHASSIS
18438,1026701-01,SP-3224-OPT-CHASSIS
18439,1026703-01,CS G200_Internal_Rack_Cabling
18440,1026725-01,Enclosure_AP-3224-LS-2620V3-16-QL-S-TSH
18441,1026729-01,Will be used later
18442,1026735-01,CS-ES-1800G10-SAS12-E-10K8-F
18443,1026737-01,Enclosure_AP-3224-2648V3-32-10G-QL-D-TSH
18444,1026737-02,Enclosure_AP-3224-2648V3-64-10G-QL-D-TSH
18445,1026741-01,Chassis 2U24 CS SDA 43TB
18446,1026760-01,CS-UD-6T72-SAS12-E-CES5-F
18447,1026762-01,CS-UD-8T72-SAS12-E-CES5-F
18448,1026768-01,CS-UD-400GSS-SAS12-KHM-F
18449,1026768-02,CS-UD-400GSS-SAS12-KHM-F
18450,1026771-01,CS-2584-9000ACTF-492TB-SDA
18451,1026772-01,CS-2584-9000ACTF-656TB-SDA
18452,1026773-01,Enclosure_AP-3224-2620V3-16-10G-QL-S-TS
18453,1026773-02,Enclosure_AP-3224-2620V3-32-10G-QL-S-TSH
18454,1026815-02,SP-3212-E12-2EBD-2PCM02-HE580-TSH
18455,1026969-01,CS-UD-6T72-SAS12-T10-4-CES5-F
18456,1026969-02,Can be re-used
18457,1026971-01,CS-UD-8T72-SAS12-T10-4-CES5-F
18458,1026971-02,Can be re-used
18459,1026981-01,SP-2584-10PK-2TSAS12CES4-FRU-AVD
18460,1026982-01,SP-2584-10PK-6TSAS12CES4-FRU-AVD
18461,1027005-01,Encl_AP-3212-LS-2620V3-16-10G-QL-S-TSH
18462,1027005-02,Encl_AP-3212-LS-2620V3-32-10G-QL-S-TSH
18463,1027005-03,ENCL_AP-3212-LS-2620V3-32-10G-QL-S-TSH
18464,1027034-01,Encl_AP-3212-LS-2620V3-16-10G-QL-S-TSH
18465,1027043-01,HNW-6T72-SAS12-E-CES5
18466,1027043-02,HNW-6T72-SAS12-E-CES5
18467,1027046-01,HNW-2T72-SAS12-E-CES5
